session_id,vehicle_model,battery_capacity_kwh,rated_range_km,battery_age_months,battery_degradation_pct,charger_type,charger_power_kw,session_start,start_soc_pct,target_soc_pct,energy_added_kwh,charge_duration_hrs,ambient_temp_c,driving_style,estimated_range_km,actual_range_km
342,BYD Atto 3,60.5,521,9,1.35,Level 1 (Home),2.3,2026-03-13T13:51,20.8,93.5,43.98,19.12,32.4,Aggressive,497.9,438.2
343,MG ZS EV,50.3,461,24,3.6,Level 2 (AC Public),7.4,2026-03-13T20:28,43.4,88.1,22.48,3.04,34.0,Eco,398.5,426.4
344,Hyundai Kona Electric,39.2,452,34,5.1,DC Fast Charger,50.0,2026-03-13T22:29,41.0,94.3,20.89,0.42,6.1,Normal,404.4,404.4
345,BYD Atto 3,60.5,521,11,1.65,DC Fast Charger,50.0,2026-03-14T00:00,12.7,86.4,44.59,0.89,18.3,Aggressive,450.2,396.2
346,Hyundai Kona Electric,39.2,452,3,0.45,Level 1 (Home),2.3,2026-03-14T03:56,41.3,91.9,19.84,8.63,9.3,Eco,400.5,428.5
347,Tata Nexon EV,40.5,312,36,5.4,Level 1 (Home),2.3,2026-03-14T11:48,11.6,84.1,29.36,12.77,39.0,Eco,261.9,280.2
348,Tesla Model 3,57.5,513,37,5.55,Level 1 (Home),2.3,2026-03-14T19:14,21.3,85.4,36.86,16.03,31.7,Eco,444.2,475.3
349,BYD Atto 3,60.5,521,5,0.75,DC Fast Charger,50.0,2026-03-14T23:13,41.6,79.5,22.93,0.46,34.8,Normal,399.3,399.3
350,Hyundai Kona Electric,39.2,452,20,3.0,Level 2 (AC Public),7.4,2026-03-15T07:14,21.5,88.8,26.38,3.56,5.3,Aggressive,393.2,346.0
351,MG ZS EV,50.3,461,35,5.25,Level 2 (AC Public),7.4,2026-03-15T14:09,22.9,99.3,38.43,5.19,41.9,Aggressive,437.5,385.0
352,MG ZS EV,50.3,461,1,0.15,Level 1 (Home),2.3,2026-03-15T21:14,10.2,85.3,37.78,16.43,13.6,Aggressive,394.7,347.3
353,Tata Nexon EV,40.5,312,27,4.05,DC Fast Charger,50.0,2026-03-16T05:50,23.2,93.5,28.47,0.57,16.4,Eco,297.0,317.8
354,Tata Nexon EV,40.5,312,27,4.05,Level 1 (Home),2.3,2026-03-16T10:47,34.9,77.3,17.17,7.47,39.1,Aggressive,230.8,203.1
355,Hyundai Kona Electric,39.2,452,5,0.75,Level 2 (AC Public),7.4,2026-03-16T17:23,44.1,77.1,12.94,1.75,8.5,Normal,347.1,347.1
356,Tata Nexon EV,40.5,312,45,6.75,Level 2 (AC Public),7.4,2026-03-16T23:07,33.2,78.3,18.27,2.47,15.8,Normal,239.3,239.3
357,Hyundai Kona Electric,39.2,452,7,1.05,Level 2 (AC Public),7.4,2026-03-17T06:46,25.8,80.8,21.56,2.91,39.9,Aggressive,364.5,320.8
358,MG ZS EV,50.3,461,29,4.35,Level 2 (AC Public),7.4,2026-03-17T09:01,26.3,85.2,29.63,4.0,24.8,Eco,382.1,408.8
359,Hyundai Kona Electric,39.2,452,3,0.45,Level 1 (Home),2.3,2026-03-17T12:29,13.2,95.2,32.14,13.97,16.3,Aggressive,425.1,374.1
360,Hyundai Kona Electric,39.2,452,20,3.0,Level 1 (Home),2.3,2026-03-17T15:12,13.2,81.2,26.66,11.59,18.2,Aggressive,366.7,322.7
361,MG ZS EV,50.3,461,30,4.5,Level 1 (Home),2.3,2026-03-17T18:17,43.3,96.4,26.71,11.61,25.6,Eco,443.1,474.1
362,MG ZS EV,50.3,461,24,3.6,Level 1 (Home),2.3,2026-03-17T20:06,10.4,95.8,42.96,18.68,41.4,Normal,439.0,439.0
363,Tata Nexon EV,40.5,312,42,6.3,DC Fast Charger,50.0,2026-03-18T02:35,30.5,97.9,27.3,0.55,7.8,Eco,288.5,308.7
364,MG ZS EV,50.3,461,4,0.6,Level 1 (Home),2.3,2026-03-18T07:08,41.7,95.7,27.16,11.81,17.3,Normal,453.6,453.6
365,BYD Atto 3,60.5,521,23,3.45,Level 2 (AC Public),7.4,2026-03-18T09:29,38.8,84.9,27.89,3.77,6.1,Eco,422.6,452.2
366,MG ZS EV,50.3,461,42,6.3,Level 2 (AC Public),7.4,2026-03-18T12:12,19.8,97.1,38.88,5.25,6.3,Eco,429.6,459.7
367,Tesla Model 3,57.5,513,34,5.1,DC Fast Charger,50.0,2026-03-18T15:34,26.8,77.2,28.98,0.58,19.2,Aggressive,398.0,350.2
368,BYD Atto 3,60.5,521,23,3.45,Level 1 (Home),2.3,2026-03-18T18:33,44.6,94.5,30.19,13.13,18.3,Normal,491.0,491.0
369,BYD Atto 3,60.5,521,4,0.6,Level 2 (AC Public),7.4,2026-03-19T02:51,23.6,79.5,33.82,4.57,16.8,Normal,421.3,421.3
370,Tesla Model 3,57.5,513,43,6.45,DC Fast Charger,50.0,2026-03-19T10:19,22.5,89.6,38.58,0.77,13.6,Eco,466.6,499.3
371,BYD Atto 3,60.5,521,23,3.45,DC Fast Charger,50.0,2026-03-19T13:15,12.0,99.9,53.18,1.06,13.1,Normal,506.1,506.1
372,MG ZS EV,50.3,461,2,0.3,Level 1 (Home),2.3,2026-03-19T21:44,18.3,83.0,32.54,14.15,32.3,Aggressive,385.5,339.2
373,Hyundai Kona Electric,39.2,452,35,5.25,DC Fast Charger,50.0,2026-03-20T04:22,29.7,89.1,23.28,0.47,12.0,Normal,386.8,386.8
374,Tesla Model 3,57.5,513,22,3.3,Level 1 (Home),2.3,2026-03-20T07:50,13.2,80.8,38.87,16.9,13.1,Eco,410.7,439.4
375,MG ZS EV,50.3,461,2,0.3,Level 1 (Home),2.3,2026-03-20T16:11,21.9,79.4,28.92,12.57,34.7,Eco,355.3,380.2
376,MG ZS EV,50.3,461,26,3.9,Level 1 (Home),2.3,2026-03-20T18:22,39.6,96.5,28.62,12.44,40.5,Aggressive,437.0,384.6
377,Hyundai Kona Electric,39.2,452,32,4.8,Level 2 (AC Public),7.4,2026-03-21T00:03,21.3,99.4,30.62,4.14,32.1,Aggressive,450.9,396.8
378,MG ZS EV,50.3,461,43,6.45,DC Fast Charger,50.0,2026-03-21T06:14,43.9,92.3,24.35,0.49,39.4,Eco,409.4,438.1
379,MG ZS EV,50.3,461,37,5.55,Level 2 (AC Public),7.4,2026-03-21T11:57,20.7,92.2,35.96,4.86,9.7,Aggressive,410.7,361.4
380,BYD Atto 3,60.5,521,37,5.55,Level 1 (Home),2.3,2026-03-21T16:05,16.4,83.0,40.29,17.52,34.9,Aggressive,425.9,374.8
381,Tesla Model 3,57.5,513,6,0.9,Level 1 (Home),2.3,2026-03-21T17:55,21.6,76.9,31.8,13.83,17.8,Aggressive,398.8,350.9
382,Hyundai Kona Electric,39.2,452,47,7.05,Level 2 (AC Public),7.4,2026-03-22T01:29,10.4,80.2,27.36,3.7,30.6,Eco,365.8,391.4
383,Tesla Model 3,57.5,513,23,3.45,Level 2 (AC Public),7.4,2026-03-22T02:30,35.6,99.2,36.57,4.94,37.7,Normal,500.5,500.5
384,Tata Nexon EV,40.5,312,5,0.75,Level 2 (AC Public),7.4,2026-03-22T07:52,37.6,89.5,21.02,2.84,33.1,Normal,283.0,283.0
385,Tata Nexon EV,40.5,312,11,1.65,Level 2 (AC Public),7.4,2026-03-22T15:16,10.7,81.5,28.67,3.87,8.9,Normal,250.5,250.5
386,BYD Atto 3,60.5,521,42,6.3,Level 1 (Home),2.3,2026-03-22T22:07,21.8,99.6,47.07,20.47,38.0,Normal,503.7,503.7
387,Tesla Model 3,57.5,513,47,7.05,Level 1 (Home),2.3,2026-03-23T00:26,11.9,83.3,41.05,17.85,41.1,Aggressive,418.2,368.0
388,BYD Atto 3,60.5,521,32,4.8,Level 2 (AC Public),7.4,2026-03-23T08:51,33.1,82.4,29.83,4.03,8.5,Aggressive,421.1,370.6
389,Hyundai Kona Electric,39.2,452,7,1.05,Level 1 (Home),2.3,2026-03-23T11:04,25.0,82.4,22.5,9.78,29.5,Eco,370.2,396.1
390,MG ZS EV,50.3,461,31,4.65,DC Fast Charger,50.0,2026-03-23T12:17,20.2,77.0,28.57,0.57,36.2,Normal,354.6,354.6
391,Hyundai Kona Electric,39.2,452,29,4.35,Level 1 (Home),2.3,2026-03-23T17:11,32.5,84.7,20.46,8.9,18.7,Eco,385.6,412.6
392,Tesla Model 3,57.5,513,43,6.45,Level 2 (AC Public),7.4,2026-03-23T18:33,19.2,95.9,44.1,5.96,25.9,Aggressive,502.5,442.2
393,Hyundai Kona Electric,39.2,452,34,5.1,DC Fast Charger,50.0,2026-03-23T20:19,24.5,93.9,27.2,0.54,13.4,Normal,433.1,433.1
394,BYD Atto 3,60.5,521,26,3.9,DC Fast Charger,50.0,2026-03-24T00:40,40.3,86.9,28.19,0.56,37.6,Eco,445.9,477.1
395,Tata Nexon EV,40.5,312,8,1.2,DC Fast Charger,50.0,2026-03-24T08:54,30.0,87.9,23.45,0.47,26.1,Eco,266.5,285.2
396,Tesla Model 3,57.5,513,28,4.2,Level 1 (Home),2.3,2026-03-24T17:29,43.2,79.2,20.7,9.0,12.8,Eco,410.2,438.9
397,Tesla Model 3,57.5,513,5,0.75,Level 1 (Home),2.3,2026-03-24T19:07,44.9,90.7,26.34,11.45,35.9,Aggressive,466.6,410.6
398,BYD Atto 3,60.5,521,45,6.75,Level 2 (AC Public),7.4,2026-03-24T20:49,29.3,96.4,40.6,5.49,24.2,Eco,490.0,524.3
399,BYD Atto 3,60.5,521,7,1.05,Level 2 (AC Public),7.4,2026-03-25T02:48,13.9,78.7,39.2,5.3,26.0,Eco,408.0,436.6
400,Tata Nexon EV,40.5,312,32,4.8,Level 2 (AC Public),7.4,2026-03-25T08:18,40.4,97.0,22.92,3.1,37.5,Aggressive,301.9,265.7
401,Tesla Model 3,57.5,513,3,0.45,Level 1 (Home),2.3,2026-03-25T13:52,16.0,85.1,39.73,17.27,27.9,Normal,431.9,431.9
402,Hyundai Kona Electric,39.2,452,22,3.3,DC Fast Charger,50.0,2026-03-25T18:02,18.3,93.6,29.52,0.59,39.1,Eco,404.8,433.1
403,Hyundai Kona Electric,39.2,452,9,1.35,Level 2 (AC Public),7.4,2026-03-26T01:35,19.8,87.3,26.46,3.58,30.8,Eco,404.3,432.6
404,Tesla Model 3,57.5,513,27,4.05,Level 2 (AC Public),7.4,2026-03-26T04:59,19.4,85.4,37.95,5.13,28.9,Eco,446.5,477.8
405,BYD Atto 3,60.5,521,26,3.9,Level 2 (AC Public),7.4,2026-03-26T11:55,38.7,87.9,29.77,4.02,10.9,Aggressive,455.7,401.0
406,BYD Atto 3,60.5,521,3,0.45,DC Fast Charger,50.0,2026-03-26T14:00,11.0,79.8,41.62,0.83,35.8,Eco,403.0,431.2
407,Hyundai Kona Electric,39.2,452,44,6.6,DC Fast Charger,50.0,2026-03-26T18:39,17.0,84.2,26.34,0.53,22.2,Eco,383.0,409.8
408,Hyundai Kona Electric,39.2,452,23,3.45,Level 2 (AC Public),7.4,2026-03-26T19:53,30.8,79.4,19.05,2.57,37.2,Normal,351.6,351.6
409,Hyundai Kona Electric,39.2,452,14,2.1,DC Fast Charger,50.0,2026-03-26T22:12,39.1,77.3,14.97,0.3,6.0,Aggressive,346.3,304.7
410,MG ZS EV,50.3,461,1,0.15,DC Fast Charger,50.0,2026-03-27T06:03,17.2,91.3,37.27,0.75,24.0,Aggressive,411.9,362.5
411,MG ZS EV,50.3,461,46,6.9,DC Fast Charger,50.0,2026-03-27T10:51,16.1,95.0,39.69,0.79,13.3,Normal,432.2,432.2
412,Hyundai Kona Electric,39.2,452,44,6.6,Level 2 (AC Public),7.4,2026-03-27T19:35,41.3,96.3,21.56,2.91,22.0,Normal,442.8,442.8
413,BYD Atto 3,60.5,521,36,5.4,Level 2 (AC Public),7.4,2026-03-28T00:45,30.5,75.2,27.04,3.65,42.0,Normal,370.3,370.3
414,BYD Atto 3,60.5,521,21,3.15,Level 2 (AC Public),7.4,2026-03-28T06:56,20.4,77.7,34.67,4.69,7.4,Aggressive,382.0,336.2
415,Hyundai Kona Electric,39.2,452,4,0.6,DC Fast Charger,50.0,2026-03-28T14:49,34.9,97.3,24.46,0.49,16.1,Eco,449.2,480.6
416,BYD Atto 3,60.5,521,17,2.55,Level 2 (AC Public),7.4,2026-03-28T22:16,33.1,92.0,35.63,4.81,31.7,Normal,474.9,474.9
417,Tesla Model 3,57.5,513,47,7.05,Level 2 (AC Public),7.4,2026-03-29T06:31,35.8,89.6,30.93,4.18,41.8,Normal,438.4,438.4
418,BYD Atto 3,60.5,521,43,6.45,DC Fast Charger,50.0,2026-03-29T13:14,37.5,97.7,36.42,0.73,29.9,Eco,508.8,544.4
419,MG ZS EV,50.3,461,44,6.6,Level 2 (AC Public),7.4,2026-03-29T21:14,13.4,78.2,32.59,4.4,14.6,Eco,353.4,378.1
420,Tata Nexon EV,40.5,312,24,3.6,Level 1 (Home),2.3,2026-03-30T05:26,22.4,93.6,28.84,12.54,16.4,Normal,287.1,287.1
421,Hyundai Kona Electric,39.2,452,5,0.75,Level 2 (AC Public),7.4,2026-03-30T08:31,39.8,86.8,18.42,2.49,37.1,Aggressive,384.5,338.4
422,MG ZS EV,50.3,461,9,1.35,DC Fast Charger,50.0,2026-03-30T13:18,14.2,92.0,39.13,0.78,24.6,Eco,426.3,456.1
423,Hyundai Kona Electric,39.2,452,12,1.8,Level 2 (AC Public),7.4,2026-03-30T22:14,44.6,97.3,20.66,2.79,41.5,Aggressive,436.7,384.3
424,Tesla Model 3,57.5,513,14,2.1,Level 2 (AC Public),7.4,2026-03-31T05:28,32.1,79.4,27.2,3.68,28.5,Normal,419.8,419.8
425,MG ZS EV,50.3,461,28,4.2,DC Fast Charger,50.0,2026-03-31T12:33,36.8,87.2,25.35,0.51,33.3,Aggressive,410.5,361.2
426,Tesla Model 3,57.5,513,1,0.15,Level 2 (AC Public),7.4,2026-03-31T18:37,43.8,84.6,23.46,3.17,6.4,Normal,427.0,427.0
427,BYD Atto 3,60.5,521,20,3.0,Level 1 (Home),2.3,2026-04-01T02:46,10.6,75.1,39.02,16.97,32.1,Normal,397.7,397.7
428,Tesla Model 3,57.5,513,30,4.5,DC Fast Charger,50.0,2026-04-01T04:47,30.6,79.2,27.95,0.56,35.5,Normal,407.0,407.0
429,BYD Atto 3,60.5,521,23,3.45,DC Fast Charger,50.0,2026-04-01T11:37,21.8,97.2,45.62,0.91,41.8,Normal,496.5,496.5
430,MG ZS EV,50.3,461,38,5.7,Level 2 (AC Public),7.4,2026-04-01T18:37,10.7,80.6,35.16,4.75,41.4,Eco,367.6,393.3
431,Tata Nexon EV,40.5,312,40,6.0,Level 2 (AC Public),7.4,2026-04-01T23:39,34.9,94.8,24.26,3.28,18.9,Aggressive,293.3,258.1
432,Tata Nexon EV,40.5,312,25,3.75,DC Fast Charger,50.0,2026-04-02T01:02,13.8,95.9,33.25,0.67,6.8,Normal,296.3,296.3
433,Hyundai Kona Electric,39.2,452,43,6.45,Level 2 (AC Public),7.4,2026-04-02T03:02,34.6,80.1,17.84,2.41,30.4,Normal,373.0,373.0
434,BYD Atto 3,60.5,521,47,7.05,Level 2 (AC Public),7.4,2026-04-02T04:50,31.8,92.5,36.72,4.96,20.5,Aggressive,470.7,414.2
435,Hyundai Kona Electric,39.2,452,13,1.95,Level 1 (Home),2.3,2026-04-02T10:47,37.5,87.4,19.56,8.5,27.5,Aggressive,388.6,342.0
436,Tesla Model 3,57.5,513,22,3.3,Level 2 (AC Public),7.4,2026-04-02T14:39,15.6,88.7,42.03,5.68,38.7,Normal,441.2,441.2
437,Tata Nexon EV,40.5,312,33,4.95,DC Fast Charger,50.0,2026-04-02T17:31,13.1,77.8,26.2,0.52,26.2,Eco,242.8,259.8
438,Tata Nexon EV,40.5,312,7,1.05,Level 2 (AC Public),7.4,2026-04-02T19:07,32.6,86.4,21.79,2.94,41.2,Eco,266.0,284.6
439,Tata Nexon EV,40.5,312,1,0.15,Level 2 (AC Public),7.4,2026-04-03T02:37,22.6,91.9,28.07,3.79,20.8,Eco,293.5,314.0
440,MG ZS EV,50.3,461,24,3.6,Level 2 (AC Public),7.4,2026-04-03T10:26,22.5,85.9,31.89,4.31,28.0,Eco,387.2,414.3
441,MG ZS EV,50.3,461,27,4.05,Level 1 (Home),2.3,2026-04-03T17:58,24.0,99.1,37.78,16.43,15.1,Normal,460.0,460.0
442,MG ZS EV,50.3,461,27,4.05,Level 1 (Home),2.3,2026-04-04T00:09,14.6,93.2,39.54,17.19,41.3,Eco,409.8,438.5
443,Tesla Model 3,57.5,513,44,6.6,DC Fast Charger,50.0,2026-04-04T08:26,33.7,79.5,26.33,0.53,19.1,Eco,411.3,440.1
444,MG ZS EV,50.3,461,42,6.3,Level 2 (AC Public),7.4,2026-04-04T16:29,42.2,77.8,17.91,2.42,20.2,Normal,368.7,368.7
445,BYD Atto 3,60.5,521,34,5.1,DC Fast Charger,50.0,2026-04-04T20:00,30.2,89.1,35.63,0.71,41.2,Normal,447.3,447.3
446,BYD Atto 3,60.5,521,25,3.75,Level 1 (Home),2.3,2026-04-05T01:11,25.1,93.2,41.2,17.91,22.8,Aggressive,480.8,423.1
447,BYD Atto 3,60.5,521,11,1.65,DC Fast Charger,50.0,2026-04-05T03:22,11.9,91.1,47.92,0.96,10.8,Normal,457.4,457.4
448,Tesla Model 3,57.5,513,25,3.75,Level 2 (AC Public),7.4,2026-04-05T04:58,18.4,99.3,46.52,6.29,6.9,Aggressive,501.5,441.3
449,MG ZS EV,50.3,461,21,3.15,Level 1 (Home),2.3,2026-04-05T09:12,26.1,95.0,34.66,15.07,21.6,Normal,428.8,428.8
450,Tesla Model 3,57.5,513,6,0.9,DC Fast Charger,50.0,2026-04-05T11:09,32.9,77.6,25.7,0.51,20.3,Eco,396.7,424.5
451,BYD Atto 3,60.5,521,24,3.6,DC Fast Charger,50.0,2026-04-05T18:29,20.7,87.7,40.54,0.81,12.7,Normal,448.2,448.2
452,MG ZS EV,50.3,461,46,6.9,Level 2 (AC Public),7.4,2026-04-06T02:05,21.6,94.2,36.52,4.94,27.2,Normal,428.7,428.7
453,Tata Nexon EV,40.5,312,36,5.4,DC Fast Charger,50.0,2026-04-06T06:42,17.8,83.5,26.61,0.53,35.7,Normal,250.7,250.7
454,Tata Nexon EV,40.5,312,7,1.05,Level 1 (Home),2.3,2026-04-06T11:53,41.4,87.3,18.59,8.08,35.4,Normal,265.8,265.8
455,MG ZS EV,50.3,461,46,6.9,Level 1 (Home),2.3,2026-04-06T14:55,14.2,96.3,41.3,17.96,13.0,Eco,432.1,462.3
456,Tesla Model 3,57.5,513,30,4.5,Level 1 (Home),2.3,2026-04-06T18:37,42.4,95.9,30.76,13.37,26.8,Normal,484.1,484.1
457,BYD Atto 3,60.5,521,38,5.7,Level 1 (Home),2.3,2026-04-07T00:53,43.7,75.1,19.0,8.26,32.2,Normal,389.8,389.8
458,BYD Atto 3,60.5,521,39,5.85,Level 1 (Home),2.3,2026-04-07T05:45,34.2,79.3,27.29,11.87,35.2,Aggressive,419.1,368.8
459,Hyundai Kona Electric,39.2,452,18,2.7,DC Fast Charger,50.0,2026-04-07T11:36,40.8,85.5,17.52,0.35,27.5,Eco,382.0,408.7
460,Hyundai Kona Electric,39.2,452,33,4.95,Level 2 (AC Public),7.4,2026-04-07T15:47,25.8,78.3,20.58,2.78,20.3,Aggressive,349.7,307.7
461,BYD Atto 3,60.5,521,46,6.9,Level 2 (AC Public),7.4,2026-04-07T19:10,34.9,98.4,38.42,5.19,28.4,Aggressive,522.0,459.4
462,Hyundai Kona Electric,39.2,452,45,6.75,DC Fast Charger,50.0,2026-04-07T22:30,14.6,92.8,30.65,0.61,41.1,Aggressive,416.1,366.2
463,Tata Nexon EV,40.5,312,48,7.2,Level 2 (AC Public),7.4,2026-04-08T04:35,29.7,89.6,24.26,3.28,39.9,Aggressive,269.8,237.4
464,BYD Atto 3,60.5,521,10,1.5,Level 2 (AC Public),7.4,2026-04-08T12:44,40.7,85.6,27.16,3.67,5.5,Normal,439.7,439.7
465,Tata Nexon EV,40.5,312,4,0.6,Level 1 (Home),2.3,2026-04-08T14:10,19.3,94.6,30.5,13.26,41.4,Eco,284.0,303.9
466,Hyundai Kona Electric,39.2,452,48,7.2,Level 1 (Home),2.3,2026-04-08T20:41,36.4,75.8,15.44,6.71,35.1,Aggressive,347.7,306.0
467,MG ZS EV,50.3,461,19,2.85,DC Fast Charger,50.0,2026-04-09T02:11,32.6,84.7,26.21,0.52,23.9,Aggressive,383.6,337.6
468,Tata Nexon EV,40.5,312,4,0.6,Level 2 (AC Public),7.4,2026-04-09T08:44,23.6,98.9,30.5,4.12,41.1,Aggressive,303.7,267.3
469,Hyundai Kona Electric,39.2,452,46,6.9,Level 1 (Home),2.3,2026-04-09T09:50,31.7,94.5,24.62,10.7,37.2,Aggressive,412.5,363.0
470,Hyundai Kona Electric,39.2,452,29,4.35,DC Fast Charger,50.0,2026-04-09T16:30,29.1,90.1,23.91,0.48,33.7,Normal,394.3,394.3
471,Tata Nexon EV,40.5,312,36,5.4,Level 1 (Home),2.3,2026-04-09T18:56,43.7,93.4,20.13,8.75,9.4,Normal,292.9,292.9
472,MG ZS EV,50.3,461,10,1.5,DC Fast Charger,50.0,2026-04-09T22:02,39.6,75.1,17.86,0.36,22.3,Eco,337.4,361.0
473,BYD Atto 3,60.5,521,36,5.4,Level 1 (Home),2.3,2026-04-10T06:28,37.1,90.6,32.37,14.07,36.2,Aggressive,471.7,415.1
474,Hyundai Kona Electric,39.2,452,35,5.25,DC Fast Charger,50.0,2026-04-10T10:20,17.7,79.6,24.26,0.49,7.5,Normal,349.2,349.2
475,Tata Nexon EV,40.5,312,40,6.0,Level 2 (AC Public),7.4,2026-04-10T15:38,17.7,80.3,25.35,3.43,17.3,Eco,252.6,270.3
476,BYD Atto 3,60.5,521,40,6.0,DC Fast Charger,50.0,2026-04-10T20:52,10.3,91.7,49.25,0.98,21.5,Aggressive,466.4,410.4
477,Tata Nexon EV,40.5,312,35,5.25,DC Fast Charger,50.0,2026-04-10T23:49,41.0,84.5,17.62,0.35,34.5,Normal,267.8,267.8
478,Tata Nexon EV,40.5,312,19,2.85,DC Fast Charger,50.0,2026-04-11T06:37,38.8,84.4,18.47,0.37,34.7,Eco,262.1,280.4
479,MG ZS EV,50.3,461,35,5.25,Level 2 (AC Public),7.4,2026-04-11T14:48,28.0,98.7,35.56,4.81,11.2,Aggressive,436.4,384.0
480,Tata Nexon EV,40.5,312,14,2.1,Level 1 (Home),2.3,2026-04-11T15:52,33.5,94.3,24.62,10.7,37.0,Eco,291.2,311.6
481,Tesla Model 3,57.5,513,22,3.3,DC Fast Charger,50.0,2026-04-11T21:10,38.6,76.8,21.96,0.44,30.4,Aggressive,405.6,356.9
482,Tata Nexon EV,40.5,312,27,4.05,Level 1 (Home),2.3,2026-04-11T22:28,16.2,81.3,26.37,11.47,7.6,Normal,241.8,241.8
483,Tesla Model 3,57.5,513,40,6.0,Level 2 (AC Public),7.4,2026-04-12T02:34,21.1,84.7,36.57,4.94,9.4,Aggressive,437.7,385.2
484,BYD Atto 3,60.5,521,20,3.0,Level 1 (Home),2.3,2026-04-12T04:05,34.5,76.8,25.59,11.13,39.3,Aggressive,400.8,352.7
485,Hyundai Kona Electric,39.2,452,9,1.35,Level 2 (AC Public),7.4,2026-04-12T09:56,23.3,95.6,28.34,3.83,6.1,Eco,425.7,455.5
486,BYD Atto 3,60.5,521,42,6.3,Level 2 (AC Public),7.4,2026-04-12T16:54,43.6,78.6,21.17,2.86,30.1,Aggressive,399.6,351.6
487,Tata Nexon EV,40.5,312,35,5.25,DC Fast Charger,50.0,2026-04-12T20:53,40.6,78.5,15.35,0.31,6.5,Normal,235.9,235.9
488,Tata Nexon EV,40.5,312,33,4.95,Level 2 (AC Public),7.4,2026-04-13T02:16,17.4,93.5,30.82,4.16,31.9,Aggressive,296.9,261.3
489,MG ZS EV,50.3,461,4,0.6,Level 1 (Home),2.3,2026-04-13T04:24,31.6,81.3,25.0,10.87,9.2,Aggressive,362.7,319.2
490,BYD Atto 3,60.5,521,47,7.05,Level 2 (AC Public),7.4,2026-04-13T12:13,32.6,76.8,26.74,3.61,29.9,Eco,406.2,434.6
491,Hyundai Kona Electric,39.2,452,21,3.15,Level 2 (AC Public),7.4,2026-04-13T17:52,14.5,91.4,30.14,4.07,8.7,Eco,400.2,428.2
492,Hyundai Kona Electric,39.2,452,28,4.2,DC Fast Charger,50.0,2026-04-13T22:45,33.1,92.3,23.21,0.46,10.6,Normal,408.4,408.4
493,Hyundai Kona Electric,39.2,452,9,1.35,Level 1 (Home),2.3,2026-04-14T01:06,37.5,92.8,21.68,9.43,28.7,Normal,425.2,425.2
494,Hyundai Kona Electric,39.2,452,42,6.3,Level 2 (AC Public),7.4,2026-04-14T07:32,26.2,84.0,22.66,3.06,16.3,Eco,378.5,405.0
495,Hyundai Kona Electric,39.2,452,5,0.75,Level 1 (Home),2.3,2026-04-14T13:23,41.2,79.9,15.17,6.6,32.1,Aggressive,358.3,315.3
496,BYD Atto 3,60.5,521,36,5.4,DC Fast Charger,50.0,2026-04-14T21:32,11.1,89.5,47.43,0.95,20.0,Eco,463.8,496.3
497,BYD Atto 3,60.5,521,47,7.05,Level 2 (AC Public),7.4,2026-04-15T00:37,32.9,78.7,27.71,3.74,19.5,Aggressive,400.6,352.5
498,MG ZS EV,50.3,461,40,6.0,Level 2 (AC Public),7.4,2026-04-15T08:28,27.5,77.3,25.05,3.39,18.5,Eco,367.1,392.8
499,BYD Atto 3,60.5,521,48,7.2,Level 1 (Home),2.3,2026-04-15T14:57,25.6,79.5,32.61,14.18,40.1,Eco,400.6,428.6
500,Hyundai Kona Electric,39.2,452,43,6.45,Level 1 (Home),2.3,2026-04-15T21:48,17.7,87.2,27.24,11.84,7.3,Eco,385.3,412.3
